X,reg,popu,gen,rack,nutrient,amd,status,total.fruits,id
315,NL,5.NL,12,2,8,clipped,Normal,3,4
316,SP,5.SP,17,2,8,clipped,Petri.Plate,12,9
317,NL,5.NL,12,2,8,clipped,Transplant,7,4
318,SW,7.SW,35,2,8,unclipped,Transplant,10,22
319,SP,5.SP,16,2,1,clipped,Normal,3,8
320,SP,6.SP,19,1,1,unclipped,Normal,5,11
321,SP,1.SP,13,2,1,unclipped,Petri.Plate,7,5
322,SP,8.SP,22,1,1,unclipped,Normal,8,14
323,SP,5.SP,17,2,1,unclipped,Normal,6,9
324,SW,7.SW,36,1,8,clipped,Normal,43,23
325,SP,1.SP,13,2,1,unclipped,Normal,3,5
326,NL,5.NL,11,2,1,clipped,Normal,6,3
327,SW,7.SW,35,2,8,unclipped,Normal,17,22
328,SP,6.SP,19,1,1,unclipped,Petri.Plate,32,11
329,SW,2.SW,28,2,8,clipped,Petri.Plate,14,19
330,SW,7.SW,36,2,1,unclipped,Normal,7,23
331,SP,6.SP,19,2,1,clipped,Normal,6,11
332,SP,1.SP,13,2,8,clipped,Normal,5,5
333,SP,8.SP,24,1,1,clipped,Normal,10,16
334,SW,7.SW,35,1,8,unclipped,Transplant,20,22
335,SP,1.SP,14,1,1,clipped,Normal,8,6
336,SP,1.SP,15,2,8,clipped,Normal,58,7
337,SW,2.SW,30,2,8,unclipped,Normal,11,20
338,SW,1.SW,25,2,1,clipped,Normal,5,17
339,SW,7.SW,35,2,1,clipped,Transplant,10,22
340,SP,5.SP,16,2,1,unclipped,Transplant,3,8
341,SP,1.SP,13,1,1,clipped,Transplant,6,5
342,SP,8.SP,22,1,1,unclipped,Normal,10,14
343,SP,6.SP,20,1,1,unclipped,Normal,5,12
344,SP,6.SP,21,2,8,clipped,Normal,7,13
345,NL,5.NL,11,1,8,clipped,Normal,52,3
346,SP,1.SP,14,1,8,unclipped,Normal,47,6
347,SP,1.SP,13,2,1,clipped,Normal,5,5
348,SW,2.SW,28,2,8,clipped,Normal,22,19
349,SP,5.SP,18,1,1,unclipped,Normal,5,10
350,SP,5.SP,16,1,8,unclipped,Transplant,7,8
351,SP,1.SP,15,2,1,unclipped,Normal,29,7
352,SP,8.SP,24,1,1,clipped,Normal,25,16
353,NL,5.NL,11,2,1,clipped,Transplant,6,3
354,NL,5.NL,11,2,8,unclipped,Transplant,12,3
355,SP,5.SP,16,1,8,clipped,Transplant,14,8
356,SW,7.SW,36,1,1,unclipped,Transplant,27,23
357,SP,5.SP,16,1,1,unclipped,Transplant,21,8
358,SP,1.SP,13,1,1,unclipped,Normal,6,5
359,SW,7.SW,36,2,8,clipped,Transplant,25,23
360,SP,8.SP,23,1,8,clipped,Normal,35,15
361,SP,6.SP,21,1,1,clipped,Normal,9,13
362,NL,5.NL,11,2,1,unclipped,Normal,14,3
363,SP,1.SP,13,1,8,clipped,Normal,14,5
364,NL,3.NL,6,1,8,clipped,Normal,21,2
365,NL,5.NL,11,1,1,unclipped,Petri.Plate,70,3
366,SP,1.SP,13,2,1,unclipped,Transplant,7,5
367,SW,1.SW,25,2,8,unclipped,Transplant,4,17
368,NL,5.NL,11,1,8,unclipped,Normal,10,3
369,SP,8.SP,22,2,1,clipped,Transplant,10,14
370,SP,8.SP,24,2,1,clipped,Normal,8,16
371,SP,6.SP,20,2,1,unclipped,Normal,27,12
372,SP,8.SP,22,1,1,clipped,Normal,33,14
373,SP,1.SP,14,2,8,clipped,Normal,6,6
374,NL,3.NL,5,1,1,unclipped,Petri.Plate,54,1
375,SP,1.SP,15,1,8,clipped,Normal,164,7
376,NL,5.NL,12,1,1,clipped,Normal,24,4
377,NL,3.NL,4,2,8,unclipped,Normal,11,0
378,SP,1.SP,15,2,8,clipped,Transplant,12,7
379,SP,1.SP,15,2,8,clipped,Normal,11,7
380,SP,8.SP,23,2,1,clipped,Normal,11,15
381,SW,2.SW,28,2,8,unclipped,Normal,22,19
382,SP,5.SP,17,2,1,unclipped,Petri.Plate,7,9
383,SP,6.SP,20,2,8,unclipped,Normal,10,12
384,SW,1.SW,27,1,8,unclipped,Normal,10,18
385,SP,5.SP,18,2,8,clipped,Petri.Plate,12,10
386,SW,1.SW,25,2,8,clipped,Transplant,11,17
387,SP,1.SP,13,2,8,clipped,Normal,12,5
388,SP,6.SP,19,2,1,clipped,Normal,17,11
389,SP,1.SP,13,1,1,unclipped,Normal,131,5
390,SW,1.SW,27,1,8,clipped,Normal,22,18
391,NL,3.NL,5,2,8,unclipped,Normal,23,1
392,SP,5.SP,16,1,1,unclipped,Normal,6,8
393,SP,5.SP,16,2,8,clipped,Petri.Plate,39,8
394,NL,5.NL,12,2,1,unclipped,Normal,10,4
395,SP,1.SP,14,1,1,unclipped,Transplant,22,6
396,SW,1.SW,25,1,1,unclipped,Normal,15,17
397,SP,5.SP,16,1,1,unclipped,Normal,22,8
398,SP,1.SP,13,2,8,clipped,Normal,48,5
399,SW,7.SW,34,1,8,clipped,Petri.Plate,42,21
400,SW,7.SW,36,1,1,unclipped,Transplant,18,23
401,SP,1.SP,15,1,8,clipped,Transplant,38,7
402,NL,3.NL,4,2,8,unclipped,Transplant,21,0
403,SP,6.SP,21,2,1,unclipped,Normal,6,13
404,SP,1.SP,15,1,1,unclipped,Transplant,32,7
405,NL,3.NL,6,1,8,unclipped,Normal,16,2
406,SP,1.SP,15,2,1,clipped,Transplant,21,7
407,SP,6.SP,19,1,8,unclipped,Normal,60,11
408,SW,1.SW,25,2,1,unclipped,Petri.Plate,8,17
409,SW,1.SW,25,2,8,clipped,Normal,12,17
410,SP,6.SP,19,2,8,unclipped,Normal,34,11
411,NL,5.NL,11,1,8,unclipped,Petri.Plate,55,3
412,SP,1.SP,15,2,1,unclipped,Normal,13,7
413,SW,7.SW,36,1,8,unclipped,Normal,13,23
414,SP,8.SP,24,2,8,unclipped,Normal,74,16
415,SP,8.SP,22,1,8,clipped,Normal,30,14
416,SP,1.SP,15,1,1,clipped,Normal,22,7
417,NL,3.NL,6,2,8,unclipped,Normal,24,2
418,SW,7.SW,35,2,8,unclipped,Transplant,13,22
419,SW,7.SW,35,1,1,unclipped,Transplant,12,22
420,SP,1.SP,13,1,8,clipped,Normal,72,5
421,NL,3.NL,4,1,8,unclipped,Normal,23,0
422,SW,1.SW,25,1,1,clipped,Petri.Plate,13,17
423,SW,1.SW,25,1,1,unclipped,Normal,10,17
424,SW,1.SW,27,2,8,clipped,Normal,56,18
425,SW,2.SW,28,1,1,clipped,Normal,16,19
426,SP,5.SP,16,2,1,unclipped,Normal,20,8
427,SP,6.SP,20,1,8,clipped,Normal,69,12
428,SP,1.SP,15,1,1,clipped,Transplant,26,7
429,SP,5.SP,16,2,8,unclipped,Normal,21,8
430,SP,6.SP,20,1,1,unclipped,Transplant,31,12
431,SW,7.SW,36,1,8,clipped,Transplant,56,23
432,NL,5.NL,12,1,1,unclipped,Normal,26,4
433,SP,1.SP,14,2,1,clipped,Normal,11,6
434,SP,5.SP,16,2,8,unclipped,Normal,12,8
435,NL,3.NL,4,1,8,unclipped,Transplant,24,0
436,SP,1.SP,13,1,8,unclipped,Transplant,27,5
437,NL,5.NL,11,2,8,clipped,Normal,13,3
438,NL,3.NL,4,1,8,unclipped,Normal,59,0
439,SP,8.SP,23,2,1,unclipped,Normal,29,15
440,SW,7.SW,36,1,8,clipped,Transplant,28,23
441,SP,8.SP,24,2,1,unclipped,Normal,69,16
442,SW,7.SW,36,1,1,unclipped,Normal,24,23
443,SP,1.SP,14,2,1,unclipped,Normal,15,6
444,SP,1.SP,15,1,8,clipped,Transplant,52,7
445,SP,8.SP,23,1,8,clipped,Petri.Plate,80,15
446,SP,8.SP,24,2,8,clipped,Normal,67,16
447,SW,2.SW,28,2,1,clipped,Normal,23,19
448,SP,5.SP,16,2,8,unclipped,Normal,41,8
449,SP,8.SP,24,1,1,unclipped,Normal,32,16
450,SW,1.SW,25,2,8,unclipped,Petri.Plate,13,17
451,SP,5.SP,16,1,8,unclipped,Normal,19,8
452,NL,3.NL,4,1,8,unclipped,Transplant,42,0
453,SP,5.SP,17,2,8,clipped,Normal,82,9
454,SP,6.SP,20,2,8,clipped,Normal,47,12
455,SP,8.SP,24,1,8,clipped,Normal,155,16
456,NL,3.NL,4,2,8,clipped,Normal,22,0
457,NL,5.NL,12,2,8,clipped,Normal,22,4
458,SP,5.SP,16,1,8,clipped,Transplant,35,8
459,SP,5.SP,18,2,1,clipped,Petri.Plate,15,10
460,SP,1.SP,14,1,8,clipped,Transplant,39,6
461,NL,5.NL,11,2,8,unclipped,Normal,27,3
462,SW,7.SW,35,1,8,unclipped,Normal,29,22
463,SW,1.SW,27,1,8,clipped,Petri.Plate,42,18
464,SP,1.SP,13,1,1,clipped,Normal,21,5
465,NL,5.NL,11,1,8,unclipped,Normal,90,3
466,SW,2.SW,28,2,8,clipped,Normal,74,19
467,NL,5.NL,11,1,8,clipped,Transplant,150,3
468,SP,1.SP,15,1,1,clipped,Petri.Plate,69,7
469,SW,1.SW,27,1,1,clipped,Normal,27,18
470,SW,1.SW,25,2,1,unclipped,Petri.Plate,27,17
471,SW,7.SW,35,1,8,unclipped,Transplant,35,22
472,SP,6.SP,19,1,8,clipped,Normal,197,11
473,SP,5.SP,16,2,1,unclipped,Petri.Plate,20,8
474,SW,1.SW,27,2,1,unclipped,Normal,31,18
475,SP,5.SP,17,1,8,unclipped,Transplant,42,9
476,NL,3.NL,6,2,8,unclipped,Petri.Plate,16,2
477,SP,6.SP,21,1,8,unclipped,Normal,109,13
478,SP,1.SP,13,1,8,clipped,Normal,116,5
479,SP,1.SP,15,2,8,unclipped,Normal,98,7
480,SW,2.SW,30,2,8,clipped,Normal,35,20
481,NL,5.NL,12,2,1,unclipped,Normal,70,4
482,SP,1.SP,15,1,8,clipped,Normal,69,7
483,SP,8.SP,23,2,8,clipped,Normal,9,15
484,SP,5.SP,17,1,1,clipped,Normal,48,9
485,SP,1.SP,14,2,1,unclipped,Normal,20,6
486,NL,5.NL,11,2,8,unclipped,Normal,27,3
487,SP,6.SP,20,2,8,clipped,Normal,36,12
488,NL,3.NL,5,2,8,clipped,Transplant,29,1
489,SP,8.SP,24,1,1,unclipped,Normal,24,16
490,SP,1.SP,13,1,8,unclipped,Normal,62,5
491,SP,8.SP,24,1,8,unclipped,Normal,147,16
492,SP,1.SP,13,1,1,unclipped,Normal,74,5
493,SP,1.SP,13,1,8,clipped,Transplant,194,5
494,SP,8.SP,24,1,1,unclipped,Normal,36,16
495,SW,1.SW,25,1,1,clipped,Normal,20,17
496,SP,8.SP,24,1,8,clipped,Normal,123,16
497,NL,3.NL,4,1,8,clipped,Normal,69,0
498,SP,1.SP,13,1,8,unclipped,Normal,182,5
499,SP,8.SP,22,1,8,unclipped,Normal,167,14
500,SP,8.SP,23,1,8,unclipped,Petri.Plate,80,15
501,SP,8.SP,23,2,8,clipped,Normal,84,15
502,SP,8.SP,24,2,8,clipped,Transplant,145,16
503,SW,7.SW,36,1,8,clipped,Transplant,41,23
504,SW,7.SW,34,1,8,unclipped,Transplant,36,21
505,NL,5.NL,12,1,1,unclipped,Petri.Plate,21,4
506,SW,7.SW,35,1,1,unclipped,Normal,99,22
507,SP,6.SP,20,1,8,clipped,Petri.Plate,49,12
508,SW,7.SW,36,1,1,clipped,Normal,33,23
509,NL,5.NL,11,2,8,unclipped,Normal,28,3
510,NL,3.NL,4,1,8,unclipped,Normal,119,0
511,SW,7.SW,34,1,8,unclipped,Normal,20,21
512,SP,1.SP,14,1,8,unclipped,Transplant,37,6
513,SP,8.SP,24,1,8,unclipped,Normal,156,16
514,SP,1.SP,13,1,1,unclipped,Transplant,36,5
515,NL,3.NL,6,2,8,clipped,Normal,52,2
516,SP,5.SP,17,2,8,unclipped,Normal,44,9
517,SW,1.SW,25,1,8,clipped,Normal,54,17
518,SP,1.SP,13,1,8,unclipped,Normal,106,5
519,SP,1.SP,14,1,8,unclipped,Normal,27,6
520,SP,1.SP,13,1,8,unclipped,Transplant,114,5
521,SP,6.SP,19,2,8,clipped,Normal,57,11
522,SW,2.SW,30,1,8,clipped,Normal,54,20
523,SP,6.SP,20,1,8,unclipped,Normal,27,12
524,SP,8.SP,22,2,8,unclipped,Normal,60,14
525,SP,6.SP,19,1,8,unclipped,Petri.Plate,30,11
526,SP,1.SP,14,2,8,unclipped,Normal,34,6
527,SP,6.SP,21,1,1,unclipped,Petri.Plate,31,13
528,SW,2.SW,28,1,8,unclipped,Petri.Plate,105,19
529,SP,8.SP,24,2,8,unclipped,Transplant,39,16
530,SW,1.SW,27,1,8,unclipped,Normal,41,18
531,SW,1.SW,25,1,1,unclipped,Transplant,79,17
532,SW,1.SW,27,1,1,clipped,Normal,40,18
533,SP,6.SP,20,1,8,clipped,Petri.Plate,112,12
534,SP,1.SP,14,2,8,unclipped,Petri.Plate,23,6
535,SW,2.SW,28,1,1,clipped,Normal,30,19
536,SP,6.SP,21,1,1,unclipped,Normal,62,13
537,NL,5.NL,11,1,8,unclipped,Petri.Plate,117,3
538,SW,1.SW,25,1,1,unclipped,Petri.Plate,31,17
539,SP,1.SP,13,2,8,clipped,Petri.Plate,33,5
540,SP,5.SP,18,2,8,unclipped,Petri.Plate,36,10
541,SP,8.SP,23,2,8,unclipped,Normal,78,15
542,SW,2.SW,30,1,8,unclipped,Normal,29,20
543,SP,1.SP,13,1,8,unclipped,Transplant,67,5
544,SW,7.SW,35,1,8,clipped,Normal,66,22
545,SP,5.SP,16,2,8,clipped,Normal,28,8
546,SP,8.SP,22,2,8,clipped,Transplant,89,14
547,SP,5.SP,16,1,8,clipped,Normal,49,8
548,SP,6.SP,19,1,8,clipped,Normal,91,11
549,SW,1.SW,27,1,8,unclipped,Normal,140,18
550,SP,5.SP,16,1,1,clipped,Normal,56,8
551,SP,5.SP,16,1,8,clipped,Normal,42,8
552,NL,5.NL,11,1,8,clipped,Transplant,83,3
553,SP,8.SP,24,2,8,unclipped,Normal,98,16
554,SP,6.SP,19,2,8,clipped,Normal,46,11
555,NL,3.NL,4,1,8,clipped,Normal,104,0
556,NL,5.NL,12,1,1,clipped,Normal,58,4
557,SW,7.SW,36,1,8,unclipped,Transplant,86,23
558,SW,7.SW,36,1,8,unclipped,Transplant,37,23
559,NL,3.NL,4,1,1,unclipped,Petri.Plate,116,0
560,SW,2.SW,30,1,8,unclipped,Normal,69,20
561,SP,6.SP,20,1,8,unclipped,Normal,134,12
562,SP,1.SP,13,2,8,unclipped,Normal,90,5
563,SP,8.SP,23,1,8,unclipped,Normal,187,15
564,SP,8.SP,24,2,8,unclipped,Transplant,64,16
565,SP,6.SP,19,2,8,unclipped,Normal,73,11
566,SW,2.SW,28,1,8,unclipped,Normal,83,19
567,SP,5.SP,16,2,8,clipped,Transplant,67,8
568,SW,1.SW,25,1,8,unclipped,Transplant,57,17
569,SP,5.SP,16,1,1,unclipped,Normal,80,8
570,SP,8.SP,22,2,8,clipped,Normal,53,14
571,NL,3.NL,6,1,8,clipped,Normal,106,2
572,SP,8.SP,23,1,8,unclipped,Petri.Plate,151,15
573,SP,6.SP,21,2,8,unclipped,Normal,42,13
574,SP,5.SP,17,1,8,unclipped,Normal,61,9
575,SP,1.SP,14,1,8,clipped,Petri.Plate,112,6
576,SW,1.SW,25,1,8,unclipped,Normal,41,17
577,SW,7.SW,34,1,8,clipped,Normal,46,21
578,SP,1.SP,14,1,1,clipped,Petri.Plate,40,6
579,SW,7.SW,35,1,8,unclipped,Normal,60,22
580,SP,1.SP,14,1,8,clipped,Normal,55,6
581,SW,1.SW,25,1,8,unclipped,Normal,83,17
582,SP,5.SP,17,1,8,unclipped,Normal,102,9
583,SP,5.SP,17,2,8,clipped,Normal,54,9
584,SP,6.SP,20,2,8,unclipped,Normal,69,12
585,SP,5.SP,18,1,8,unclipped,Normal,101,10
586,SP,6.SP,19,1,1,unclipped,Normal,77,11
587,SP,6.SP,20,2,8,unclipped,Petri.Plate,99,12
588,SW,2.SW,28,1,8,unclipped,Normal,107,19
589,SP,8.SP,23,2,8,unclipped,Normal,116,15
590,SP,6.SP,21,1,8,clipped,Normal,102,13
591,SP,8.SP,22,2,1,unclipped,Normal,106,14
592,SP,1.SP,13,2,8,unclipped,Transplant,90,5
593,SP,8.SP,23,2,1,unclipped,Petri.Plate,68,15
594,SP,5.SP,16,1,8,unclipped,Normal,75,8
595,NL,5.NL,11,2,8,unclipped,Petri.Plate,70,3
596,SP,5.SP,16,2,8,unclipped,Transplant,90,8
597,SW,1.SW,25,1,8,unclipped,Normal,77,17
598,NL,5.NL,11,2,8,clipped,Transplant,91,3
599,NL,5.NL,11,1,1,unclipped,Normal,123,3
600,SW,1.SW,27,2,8,unclipped,Transplant,105,18
601,SP,5.SP,16,1,1,clipped,Normal,144,8
602,SP,5.SP,17,1,8,clipped,Normal,238,9
603,SP,5.SP,18,2,8,unclipped,Normal,131,10
604,SP,5.SP,17,1,8,clipped,Normal,121,9
605,SP,6.SP,21,1,8,unclipped,Normal,114,13
606,SP,5.SP,18,1,8,clipped,Normal,145,10
607,SP,6.SP,20,1,8,clipped,Normal,191,12
608,NL,3.NL,4,2,1,clipped,Normal,1,0
609,NL,3.NL,4,2,1,unclipped,Normal,2,0
610,NL,3.NL,4,1,8,clipped,Normal,5,0
628,NL,3.NL,5,1,8,clipped,Petri.Plate,26,1
639,NL,5.NL,11,2,8,clipped,Normal,5,3
641,NL,5.NL,11,1,1,clipped,Normal,40,3
642,NL,5.NL,11,2,1,clipped,Petri.Plate,72,3
683,SP,1.SP,13,1,8,unclipped,Normal,5,5
687,SP,1.SP,14,2,8,clipped,Normal,103,6
710,SP,1.SP,15,2,1,unclipped,Transplant,6,7
716,SP,5.SP,16,2,8,clipped,Normal,5,8
717,SP,5.SP,16,2,1,unclipped,Normal,5,8
718,SP,5.SP,16,1,8,unclipped,Petri.Plate,5,8
828,SW,1.SW,25,2,8,unclipped,Normal,5,17
831,SW,1.SW,25,1,1,clipped,Transplant,3,17
853,SW,1.SW,27,2,8,unclipped,Normal,5,18
854,SW,1.SW,27,2,8,clipped,Transplant,5,18
902,SW,7.SW,35,2,1,clipped,Normal,3,22
